案件,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%),有效不同意票數對投票權人數百分比(%),有效同意與不同意票數對投票權人數百分比差值
第9案,新竹縣,關西鎮,"10,235","2,748","12,983",974,"13,957","24,712",56.48%,41.42%,11.12%,30.30
第9案,新竹縣,湖口鄉,"26,766","6,632","33,398","1,932","35,330","63,511",55.63%,42.14%,10.44%,31.70
第9案,新竹縣,新豐鄉,"19,113","4,910","24,023","1,488","25,511","45,790",55.71%,41.74%,10.72%,31.02
第9案,新竹縣,芎林鄉,"7,422","2,022","9,444",673,"10,117","17,293",58.5%,42.92%,11.69%,31.23
第9案,新竹縣,橫山鄉,"4,871","1,288","6,159",516,"6,675","11,346",58.83%,42.93%,11.35%,31.58
第9案,新竹縣,北埔鄉,"3,408",853,"4,261",284,"4,545","8,180",55.56%,41.66%,10.43%,31.23
第9案,新竹縣,寶山鄉,"5,620","1,533","7,153",431,"7,584","12,973",58.46%,43.32%,11.82%,31.50
第9案,新竹縣,峨眉鄉,"2,175",595,"2,770",279,"3,049","5,068",60.16%,42.92%,11.74%,31.18
第9案,新竹縣,尖石鄉,"2,212",713,"2,925",213,"3,138","7,364",42.61%,30.04%,9.68%,20.36
第9案,新竹縣,五峰鄉,"1,167",381,"1,548",103,"1,651","3,997",41.31%,29.2%,9.53%,19.67
第9案,苗栗縣,,"190,918","51,594","242,512","18,483","260,995","461,580",56.54%,41.36%,11.18%,30.18
第9案,苗栗縣,苗栗市,"33,058","7,432","40,490","2,312","42,802","74,249",57.65%,44.52%,10.01%,34.51
第9案,苗栗縣,苑裡鎮,"15,629","4,685","20,314","1,797","22,111","38,890",56.86%,40.19%,12.05%,28.14
第9案,苗栗縣,通霄鎮,"10,767","3,578","14,345","1,550","15,895","29,709",53.5%,36.24%,12.04%,24.20
第9案,苗栗縣,竹南鎮,"28,434","7,574","36,008","2,346","38,354","68,528",55.97%,41.49%,11.05%,30.44
第9案,苗栗縣,頭份市,"35,262","8,947","44,209","2,801","47,010","83,617",56.22%,42.17%,10.70%,31.47
第9案,苗栗縣,後龍鎮,"11,663","3,645","15,308","1,670","16,978","30,948",54.86%,37.69%,11.78%,25.91
第9案,苗栗縣,卓蘭鎮,"6,068","1,785","7,853",698,"8,551","14,772",57.89%,41.08%,12.08%,29.00
第9案,苗栗縣,大湖鄉,"4,826","1,340","6,166",561,"6,727","12,653",53.17%,38.14%,10.59%,27.55
第9案,苗栗縣,公館鄉,"12,057","3,320","15,377","1,336","16,713","28,318",59.02%,42.58%,11.72%,30.86
第9案,苗栗縣,銅鑼鄉,"6,390","1,673","8,063",577,"8,640","15,424",56.02%,41.43%,10.85%,30.58
第9案,苗栗縣,南庄鄉,"2,985",947,"3,932",376,"4,308","8,784",49.04%,33.98%,10.78%,23.20
第9案,苗栗縣,頭屋鄉,"4,274","1,432","5,706",379,"6,085","9,390",64.8%,45.52%,15.25%,30.27
第9案,苗栗縣,三義鄉,"6,215","1,468","7,683",453,"8,136","13,889",58.58%,44.75%,10.57%,34.18
第9案,苗栗縣,西湖鄉,"2,572",703,"3,275",247,"3,522","6,382",55.19%,40.3%,11.02%,29.28
第9案,苗栗縣,造橋鄉,"4,561","1,261","5,822",591,"6,413","11,027",58.16%,41.36%,11.44%,29.92
第9案,苗栗縣,三灣鄉,"2,313",742,"3,055",320,"3,375","5,852",57.67%,39.52%,12.68%,26.84
第9案,苗栗縣,獅潭鄉,"1,450",374,"1,824",194,"2,018","3,968",50.86%,36.54%,9.43%,27.11
第9案,苗栗縣,泰安鄉,"2,394",688,"3,082",275,"3,357","5,180",64.81%,46.22%,13.28%,32.94
第9案,彰化縣,,"435,289","124,114","559,403","49,307","608,710","1,066,994",57.05%,40.8%,11.63%,29.17
第9案,彰化縣,彰化市,"82,918","24,013","106,931","8,048","114,979","190,995",60.2%,43.41%,12.57%,30.84
第9案,彰化縣,鹿港鎮,"29,288","7,935","37,223","3,450","40,673","70,505",57.69%,41.54%,11.25%,30.29
第9案,彰化縣,和美鎮,"31,150","8,679","39,829","2,760","42,589","75,286",56.57%,41.38%,11.53%,29.85
第9案,彰化縣,線西鄉,"5,957","1,685","7,642",722,"8,364","14,065",59.47%,42.35%,11.98%,30.37
第9案,彰化縣,伸港鄉,"12,503","3,290","15,793","1,402","17,195","30,407",56.55%,41.12%,10.82%,30.30
第9案,彰化縣,福興鄉,"14,916","4,420","19,336","2,066","21,402","39,745",53.85%,37.53%,11.12%,26.41
第9案,彰化縣,秀水鄉,"13,713","4,039","17,752","1,407","19,159","32,394",59.14%,42.33%,12.47%,29.86
第9案,彰化縣,花壇鄉,"16,349","4,652","21,001","1,751","22,752","38,924",58.45%,42%,11.95%,30.05
第9案,彰化縣,芬園鄉,"7,947","2,336","10,283","1,021","11,304","20,408",55.39%,38.94%,11.45%,27.49
第9案,彰化縣,員林市,"41,981","11,756","53,737","3,746","57,483","102,028",56.34%,41.15%,11.52%,29.63
第9案,彰化縣,溪湖鎮,"18,938","5,142","24,080","2,056","26,136","45,147",57.89%,41.95%,11.39%,30.56
第9案,彰化縣,田中鎮,"14,161","4,397","18,558","1,808","20,366","35,391",57.55%,40.01%,12.42%,27.59
第9案,彰化縣,大村鄉,"13,263","3,714","16,977","1,492","18,469","31,492",58.65%,42.12%,11.79%,30.33
第9案,彰化縣,埔鹽鄉,"12,202","3,172","15,374","1,600","16,974","28,026",60.57%,43.54%,11.32%,32.22
第9案,彰化縣,埔心鄉,"12,765","3,760","16,525","1,644","18,169","29,642",61.29%,43.06%,12.68%,30.38
第9案,彰化縣,永靖鄉,"13,073","3,831","16,904","1,549","18,453","31,239",59.07%,41.85%,12.26%,29.59
第9案,彰化縣,社頭鄉,"15,033","4,210","19,243","1,509","20,752","36,306",57.16%,41.41%,11.60%,29.81
第9案,彰化縣,二水鄉,"5,428","1,776","7,204",783,"7,987","13,339",59.88%,40.69%,13.31%,27.38
第9案,彰化縣,北斗鎮,"11,516","3,186","14,702","1,353","16,055","27,593",58.19%,41.74%,11.55%,30.19
第9案,彰化縣,二林鎮,"15,738","4,574","20,312","2,130","22,442","42,976",52.22%,36.62%,10.64%,25.98
第9案,彰化縣,田尾鄉,"9,767","2,733","12,500","1,114","13,614","23,179",58.73%,42.14%,11.79%,30.35
第9案,彰化縣,埤頭鄉,"9,747","2,585","12,332","1,576","13,908","25,677",54.17%,37.96%,10.07%,27.89
第9案,彰化縣,芳苑鄉,"9,721","2,873","12,594","1,607","14,201","29,291",48.48%,33.19%,9.81%,23.38
第9案,彰化縣,大城鄉,"3,812","1,159","4,971",633,"5,604","14,713",38.09%,25.91%,7.88%,18.03
第9案,彰化縣,竹塘鄉,"4,563","1,487","6,050",772,"6,822","12,821",53.21%,35.59%,11.60%,23.99
第9案,彰化縣,溪州鄉,"8,840","2,710","11,550","1,308","12,858","25,405",50.61%,34.8%,10.67%,24.13
第9案,南投縣,,"178,955","46,704","225,659","18,796","244,455","427,089",57.24%,41.9%,10.94%,30.96
第9案,南投縣,南投市,"38,111","9,402","47,513","3,138","50,651","84,328",60.06%,45.19%,11.15%,34.04
第9案,南投縣,埔里鎮,"29,122","7,155","36,277","2,927","39,204","68,763",57.01%,42.35%,10.41%,31.94
第9案,南投縣,草屯鎮,"35,644","9,073","44,717","2,943","47,660","82,922",57.48%,42.98%,10.94%,32.04
第9案,南投縣,竹山鎮,"18,660","4,928","23,588","2,221","25,809","47,034",54.87%,39.67%,10.48%,29.19
第9案,南投縣,集集鎮,"3,923","1,084","5,007",526,"5,533","9,611",57.57%,40.82%,11.28%,29.54
第9案,南投縣,名間鄉,"14,150","3,930","18,080","1,870","19,950","33,408",59.72%,42.36%,11.76%,30.60
第9案,南投縣,鹿谷鄉,"6,158","1,620","7,778",737,"8,515","15,941",53.42%,38.63%,10.16%,28.47
第9案,南投縣,中寮鄉,"5,406","1,473","6,879",735,"7,614","13,181",57.76%,41.01%,11.18%,29.83
第9案,南投縣,魚池鄉,"5,432","1,494","6,926",632,"7,558","13,958",54.15%,38.92%,10.70%,28.22
第9案,南投縣,國姓鄉,"6,677","1,824","8,501",784,"9,285","16,597",55.94%,40.23%,10.99%,29.24
第9案,南投縣,水里鄉,"6,143","1,693","7,836",693,"8,529","15,458",55.18%,39.74%,10.95%,28.79
第9案,南投縣,信義鄉,"4,802","1,623","6,425","1,071","7,496","13,299",56.37%,36.11%,12.20%,23.91
第9案,南投縣,仁愛鄉,"4,727","1,405","6,132",519,"6,651","12,589",52.83%,37.55%,11.16%,26.39
第9案,雲林縣,,"205,923","61,421","267,344","29,764","297,108","584,480",50.83%,35.23%,10.51%,24.72
第9案,雲林縣,斗六市,"37,857","9,790","47,647","3,219","50,866","89,761",56.67%,42.18%,10.91%,31.27
第9案,雲林縣,斗南鎮,"15,189","4,288","19,477","1,835","21,312","38,138",55.88%,39.83%,11.24%,28.59
第9案,雲林縣,虎尾鎮,"22,054","6,123","28,177","2,270","30,447","58,167",52.34%,37.91%,10.53%,27.38
第9案,雲林縣,西螺鎮,"13,877","4,030","17,907","2,025","19,932","38,142",52.26%,36.38%,10.57%,25.81
第9案,雲林縣,土庫鎮,"8,494","2,672","11,166","1,471","12,637","24,412",51.77%,34.79%,10.95%,23.84
第9案,雲林縣,北港鎮,"12,419","3,822","16,241","2,050","18,291","33,958",53.86%,36.57%,11.26%,25.31
第9案,雲林縣,古坑鄉,"9,837","2,928","12,765","1,454","14,219","27,477",51.75%,35.8%,10.66%,25.14
第9案,雲林縣,大埤鄉,"5,545","2,021","7,566",839,"8,405","16,509",50.91%,33.59%,12.24%,21.35
第9案,雲林縣,莿桐鄉,"8,760","3,042","11,802","1,627","13,429","24,570",54.66%,35.65%,12.38%,23.27
第9案,雲林縣,林內鄉,"5,885","1,800","7,685","1,061","8,746","15,551",56.24%,37.84%,11.57%,26.27
第9案,雲林縣,二崙鄉,"7,059","2,495","9,554","1,370","10,924","23,367",46.75%,30.21%,10.68%,19.53
第9案,雲林縣,崙背鄉,"6,828","2,094","8,922","1,095","10,017","21,050",47.59%,32.44%,9.95%,22.49
第9案,雲林縣,麥寮鄉,"12,612","3,512","16,124","1,876","18,000","37,119",48.49%,33.98%,9.46%,24.52
第9案,雲林縣,東勢鄉,"4,284","1,330","5,614",843,"6,457","13,239",48.77%,32.36%,10.05%,22.31
第9案,雲林縣,褒忠鄉,"3,848","1,298","5,146",550,"5,696","11,381",50.05%,33.81%,11.40%,22.41
第9案,雲林縣,臺西鄉,"6,431","1,833","8,264","1,227","9,491","21,125",44.93%,30.44%,8.68%,21.76
第9案,雲林縣,元長鄉,"6,209","2,193","8,402","1,168","9,570","22,830",41.92%,27.2%,9.61%,17.59
第9案,雲林縣,四湖鄉,"5,308","1,658","6,966","1,030","7,996","20,983",38.11%,25.3%,7.90%,17.40
第9案,雲林縣,口湖鄉,"7,175","2,418","9,593","1,543","11,136","24,193",46.03%,29.66%,9.99%,19.67
第9案,雲林縣,水林鄉,"6,252","2,074","8,326","1,211","9,537","22,508",42.37%,27.78%,9.21%,18.57
第9案,嘉義縣,,"149,984","47,427","197,411","22,181","219,592","442,775",49.59%,33.87%,10.71%,23.16
第9案,嘉義縣,太保市,"11,386","3,585","14,971","1,457","16,428","31,568",52.04%,36.07%,11.36%,24.71
第9案,嘉義縣,朴子市,"12,495","3,747","16,242","1,655","17,897","35,191",50.86%,35.51%,10.65%,24.86
第9案,嘉義縣,布袋鎮,"7,715","2,385","10,100","1,333","11,433","23,965",47.71%,32.19%,9.95%,22.24
第9案,嘉義縣,大林鎮,"9,524","2,915","12,439","1,139","13,578","26,922",50.43%,35.38%,10.83%,24.55
第9案,嘉義縣,民雄鄉,"22,263","7,199","29,462","3,013","32,475","61,209",53.06%,36.37%,11.76%,24.61
第9案,嘉義縣,溪口鄉,"4,264","1,472","5,736",724,"6,460","13,105",49.29%,32.54%,11.23%,21.31
第9案,嘉義縣,新港鄉,"9,650","3,135","12,785","1,652","14,437","27,342",52.8%,35.29%,11.47%,23.82
第9案,嘉義縣,六腳鄉,"5,627","1,792","7,419",954,"8,373","20,821",40.21%,27.03%,8.61%,18.42
第9案,嘉義縣,東石鄉,"5,321","1,829","7,150","1,256","8,406","21,915",38.36%,24.28%,8.35%,15.93
第9案,嘉義縣,義竹鄉,"5,589","1,748","7,337",920,"8,257","16,647",49.6%,33.57%,10.50%,23.07
第9案,嘉義縣,鹿草鄉,"4,178","1,371","5,549",951,"6,500","13,937",46.64%,29.98%,9.84%,20.14
第9案,嘉義縣,水上鄉,"15,484","5,157","20,641","2,221","22,862","43,857",52.13%,35.31%,11.76%,23.55
第9案,嘉義縣,中埔鄉,"12,424","3,869","16,293","1,632","17,925","39,139",45.8%,31.74%,9.89%,21.85
第9案,嘉義縣,竹崎鄉,"10,766","3,339","14,105","1,485","15,590","31,228",49.92%,34.48%,10.69%,23.79
第9案,嘉義縣,梅山鄉,"6,323","1,919","8,242","1,001","9,243","17,083",54.11%,37.01%,11.23%,25.78
第9案,嘉義縣,番路鄉,"3,930","1,119","5,049",520,"5,569","10,156",54.83%,38.7%,11.02%,27.68
第9案,嘉義縣,大埔鄉,"1,505",446,"1,951",163,"2,114","3,999",52.86%,37.63%,11.15%,26.48
第9案,嘉義縣,阿里山鄉,"1,540",400,"1,940",105,"2,045","4,691",43.59%,32.83%,8.53%,24.30
第9案,屏東縣,,"248,756","79,806","328,562","34,063","362,625","711,720",50.95%,34.95%,11.21%,23.74
第9案,屏東縣,屏東市,"64,458","18,343","82,801","5,695","88,496","170,148",52.01%,37.88%,10.78%,27.10
第9案,屏東縣,潮州鎮,"16,646","5,232","21,878","1,897","23,775","46,444",51.19%,35.84%,11.27%,24.57
第9案,屏東縣,東港鎮,"13,808","4,617","18,425","2,364","20,789","39,495",52.64%,34.96%,11.69%,23.27
第9案,屏東縣,恆春鎮,"8,238","2,668","10,906",894,"11,800","25,661",45.98%,32.1%,10.40%,21.70
第9案,屏東縣,萬丹鄉,"15,318","5,129","20,447","2,282","22,729","43,478",52.28%,35.23%,11.80%,23.43
第9案,屏東縣,長治鄉,"9,495","3,250","12,745","1,553","14,298","26,256",54.46%,36.16%,12.38%,23.78
第9案,屏東縣,麟洛鄉,"3,938","1,208","5,146",423,"5,569","9,970",55.86%,39.5%,12.12%,27.38
第9案,屏東縣,九如鄉,"6,789","2,253","9,042","1,276","10,318","19,132",53.93%,35.49%,11.78%,23.71
第9案,屏東縣,里港鄉,"7,828","2,811","10,639","1,417","12,056","22,128",54.48%,35.38%,12.70%,22.68
第9案,屏東縣,鹽埔鄉,"7,682","2,584","10,266","1,126","11,392","22,402",50.85%,34.29%,11.53%,22.76
第9案,屏東縣,高樹鄉,"6,606","2,450","9,056","1,304","10,360","21,697",47.75%,30.45%,11.29%,19.16
第9案,屏東縣,萬巒鄉,"5,851","2,028","7,879","1,026","8,905","17,945",49.62%,32.61%,11.30%,21.31
第9案,屏東縣,內埔鄉,"15,290","4,786","20,076","1,864","21,940","47,558",46.13%,32.15%,10.06%,22.09
第9案,屏東縣,竹田鄉,"5,870","2,003","7,873",909,"8,782","15,353",57.2%,38.23%,13.05%,25.18
第9案,屏東縣,新埤鄉,"2,922","1,058","3,980",490,"4,470","9,033",49.49%,32.35%,11.71%,20.64
第9案,屏東縣,枋寮鄉,"7,274","2,544","9,818","1,418","11,236","21,394",52.52%,34%,11.89%,22.11
第9案,屏東縣,新園鄉,"10,271","3,619","13,890","1,967","15,857","30,706",51.64%,33.45%,11.79%,21.66
第9案,屏東縣,崁頂鄉,"4,264","1,436","5,700",588,"6,288","12,270",51.25%,34.75%,11.70%,23.05
第9案,屏東縣,林邊鄉,"5,595","1,994","7,589","1,007","8,596","15,691",54.78%,35.66%,12.71%,22.95
第9案,屏東縣,南州鄉,"3,287","1,090","4,377",571,"4,948","9,479",52.2%,34.68%,11.50%,23.18
第9案,屏東縣,佳冬鄉,"5,642","1,673","7,315","1,050","8,365","17,063",49.02%,33.07%,9.80%,23.27
第9案,屏東縣,琉球鄉,"2,928",867,"3,795",552,"4,347","10,706",40.6%,27.35%,8.10%,19.25
第9案,屏東縣,車城鄉,"1,997",728,"2,725",297,"3,022","7,595",39.79%,26.29%,9.59%,16.70
第9案,屏東縣,滿州鄉,"2,125",650,"2,775",219,"2,994","7,206",41.55%,29.49%,9.02%,20.47
第9案,屏東縣,枋山鄉,"1,577",577,"2,154",247,"2,401","4,856",49.44%,32.48%,11.88%,20.60
第9案,屏東縣,三地門鄉,"2,114",776,"2,890",296,"3,186","6,373",49.99%,33.17%,12.18%,20.99
第9案,屏東縣,霧臺鄉,"1,077",381,"1,458",112,"1,570","2,950",53.22%,36.51%,12.92%,23.59
第9案,屏東縣,瑪家鄉,"2,264",780,"3,044",235,"3,279","5,663",57.9%,39.98%,13.77%,26.21
第9案,屏東縣,泰武鄉,"1,771",611,"2,382",318,"2,700","4,344",62.15%,40.77%,14.07%,26.70
第9案,屏東縣,來義鄉,"2,515",662,"3,177",389,"3,566","6,257",56.99%,40.19%,10.58%,29.61
第9案,屏東縣,春日鄉,719,261,980,48,"1,028","3,923",26.2%,18.33%,6.65%,11.68
第9案,屏東縣,獅子鄉,"1,346",367,"1,713",121,"1,834","4,230",43.36%,31.82%,8.68%,23.14
第9案,屏東縣,牡丹鄉,"1,251",370,"1,621",108,"1,729","4,314",40.08%,29%,8.58%,20.42
第9案,臺東縣,,"65,154","19,668","84,822","9,028","93,850","185,996",50.46%,35.03%,10.57%,24.46
第9案,臺東縣,臺東市,"34,398","9,425","43,823","3,431","47,254","87,803",53.82%,39.18%,10.73%,28.45
第9案,臺東縣,成功鎮,"4,034","1,197","5,231",846,"6,077","12,426",48.91%,32.46%,9.63%,22.83
第9案,臺東縣,關山鎮,"2,664",750,"3,414",259,"3,673","7,509",48.91%,35.48%,9.99%,25.49
第9案,臺東縣,卑南鄉,"5,260","1,677","6,937",840,"7,777","14,976",51.93%,35.12%,11.20%,23.92
第9案,臺東縣,鹿野鄉,"2,037",707,"2,744",342,"3,086","6,936",44.49%,29.37%,10.19%,19.18
第9案,臺東縣,池上鄉,"2,180",719,"2,899",342,"3,241","7,162",45.25%,30.44%,10.04%,20.40
第9案,臺東縣,東河鄉,"2,037",739,"2,776",424,"3,200","7,635",41.91%,26.68%,9.68%,17.00
第9案,臺東縣,長濱鄉,"1,578",567,"2,145",448,"2,593","6,484",39.99%,24.34%,8.74%,15.60
第9案,臺東縣,太麻里鄉,"3,009","1,008","4,017",545,"4,562","9,666",47.2%,31.13%,10.43%,20.70
第9案,臺東縣,大武鄉,"1,563",565,"2,128",543,"2,671","5,266",50.72%,29.68%,10.73%,18.95
第9案,臺東縣,綠島鄉,"1,139",317,"1,456",92,"1,548","3,579",43.25%,31.82%,8.86%,22.96
第9案,臺東縣,海端鄉,"1,102",424,"1,526",206,"1,732","3,278",52.84%,33.62%,12.93%,20.69
第9案,臺東縣,延平鄉,979,346,"1,325",186,"1,511","2,930",51.57%,33.41%,11.81%,21.60
第9案,臺東縣,金峰鄉,"1,011",396,"1,407",210,"1,617","3,028",53.4%,33.39%,13.08%,20.31
第9案,臺東縣,達仁鄉,"1,191",388,"1,579",186,"1,765","3,137",56.26%,37.97%,12.37%,25.60
第9案,臺東縣,蘭嶼鄉,972,443,"1,415",128,"1,543","4,181",36.91%,23.25%,10.60%,12.65
第9案,花蓮縣,,"104,326","28,174","132,500","11,987","144,487","278,059",51.96%,37.52%,10.13%,27.39
第9案,花蓮縣,花蓮市,"34,380","8,293","42,673","2,728","45,401","84,807",53.53%,40.54%,9.78%,30.76
第9案,花蓮縣,鳳林鎮,"3,785",953,"4,738",555,"5,293","9,676",54.7%,39.12%,9.85%,29.27
第9案,花蓮縣,玉里鎮,"6,471","1,980","8,451","1,232","9,683","20,650",46.89%,31.34%,9.59%,21.75
第9案,花蓮縣,新城鄉,"6,577","1,897","8,474",685,"9,159","17,029",53.78%,38.62%,11.14%,27.48
第9案,花蓮縣,吉安鄉,"28,426","6,905","35,331","2,503","37,834","72,116",52.46%,39.42%,9.57%,29.85
第9案,花蓮縣,壽豐鄉,"5,961","1,919","7,880",861,"8,741","15,847",55.16%,37.62%,12.11%,25.51
第9案,花蓮縣,光復鄉,"3,869","1,206","5,075",741,"5,816","11,417",50.94%,33.89%,10.56%,23.33
第9案,花蓮縣,豐濱鄉,"1,129",456,"1,585",302,"1,887","4,395",42.94%,25.69%,10.38%,15.31
第9案,花蓮縣,瑞穗鄉,"3,418","1,003","4,421",601,"5,022","10,279",48.86%,33.25%,9.76%,23.49
第9案,花蓮縣,富里鄉,"2,681",890,"3,571",547,"4,118","9,065",45.43%,29.58%,9.82%,19.76
第9案,花蓮縣,秀林鄉,"4,080","1,398","5,478",550,"6,028","12,562",47.99%,32.48%,11.13%,21.35
第9案,花蓮縣,萬榮鄉,"1,748",734,"2,482",344,"2,826","5,269",53.63%,33.18%,13.93%,19.25
第9案,花蓮縣,卓溪鄉,"1,801",540,"2,341",338,"2,679","4,947",54.15%,36.41%,10.92%,25.49
第9案,澎湖縣,,"28,923","7,616","36,539","3,443","39,982","90,405",44.23%,31.99%,8.42%,23.57
第9案,澎湖縣,馬公市,"19,190","4,770","23,960","1,889","25,849","53,655",48.18%,35.77%,8.89%,26.88
第9案,澎湖縣,湖西鄉,"3,895",988,"4,883",469,"5,352","12,741",42.01%,30.57%,7.75%,22.82
第9案,澎湖縣,白沙鄉,"2,487",741,"3,228",372,"3,600","8,625",41.74%,28.83%,8.59%,20.24
第9案,澎湖縣,西嶼鄉,"1,545",522,"2,067",362,"2,429","7,382",32.9%,20.93%,7.07%,13.86
第9案,澎湖縣,望安鄉,"1,146",380,"1,526",233,"1,759","4,628",38.01%,24.76%,8.21%,16.55
第9案,澎湖縣,七美鄉,660,215,875,118,993,"3,374",29.43%,19.56%,6.37%,13.19
第9案,基隆市,,"119,425","33,714","153,139","9,960","163,099","320,030",50.96%,37.32%,10.53%,26.79
第9案,基隆市,中正區,"15,237","4,438","19,675","1,514","21,189","45,545",46.52%,33.45%,9.74%,23.71
第9案,基隆市,七堵區,"17,292","5,343","22,635","1,570","24,205","46,256",52.33%,37.38%,11.55%,25.83
第9案,基隆市,暖暖區,"12,776","3,535","16,311",832,"17,143","33,225",51.6%,38.45%,10.64%,27.81
第9案,基隆市,仁愛區,"13,796","4,161","17,957","1,543","19,500","36,738",53.08%,37.55%,11.33%,26.22
第9案,基隆市,中山區,"15,210","4,487","19,697","1,264","20,961","41,856",50.08%,36.34%,10.72%,25.62
第9案,基隆市,安樂區,"27,117","7,202","34,319","2,039","36,358","70,396",51.65%,38.52%,10.23%,28.29
第9案,基隆市,信義區,"17,997","4,548","22,545","1,198","23,743","46,014",51.6%,39.11%,9.88%,29.23
第9案,新竹市,,"146,486","39,257","185,743","10,937","196,680","351,775",55.91%,41.64%,11.16%,30.48
第9案,新竹市,東區,"69,052","18,559","87,611","4,576","92,187","163,757",56.29%,42.17%,11.33%,30.84
第9案,新竹市,北區,"50,518","13,579","64,097","4,102","68,199","123,122",55.39%,41.03%,11.03%,30.00
第9案,新竹市,香山區,"26,916","7,119","34,035","2,259","36,294","64,896",55.93%,41.48%,10.97%,30.51
第9案,嘉義市,,"84,825","25,741","110,566","7,468","118,034","221,553",53.28%,38.29%,11.62%,26.67
第9案,嘉義市,東區,"38,093","12,423","50,516","3,289","53,805","100,647",53.46%,37.85%,12.34%,25.51
第9案,嘉義市,西區,"46,732","13,318","60,050","4,179","64,229","120,906",53.12%,38.65%,11.02%,27.63
第9案,臺北市,,"922,395","279,844","1,202,239","74,941","1,277,180","2,228,430",57.31%,41.39%,12.56%,28.83
第9案,臺北市,松山區,"72,672","21,614","94,286","5,549","99,835","169,278",58.98%,42.93%,12.77%,30.16
第9案,臺北市,信義區,"80,252","22,789","103,041","6,057","109,098","190,444",57.29%,42.14%,11.97%,30.17
第9案,臺北市,大安區,"105,524","31,885","137,409","7,116","144,525","252,645",57.2%,41.77%,12.62%,29.15
